submission_id,response_id,synthetic_data,survey_version,survey_round,interview_date,program_start_date,region_code,site_code,enumerator_code,consent,age_group,gender,household_size,disability_access,participated_training,training_date,training_topic,satisfaction_score,knowledge_before,knowledge_after,used_skill,service_access,follow_up_requested,preferred_channel,open_comment,completion_minutes
SUB-0091,SYN-0091,yes,1.0.0,ROUND_1,2025-06-05,2025-02-02,NORTH,N01,ENUM_01,yes,45_54,woman,8,no,no,,,,,,,4,no,,,7.7
SUB-0079,SYN-0079,yes,1.0.0,ROUND_2,2025-06-24,2025-03-01,SOUTH,S01,ENUM_06,yes,25_34,woman,5,no,no,,,,,,,3,no,,,11.5
SUB-0136,SYN-0136,yes,1.0.0,ROUND_2,2025-07-28,2025-05-03,SOUTH,S02,ENUM_05,yes,55_plus,woman,8,no,yes,2025-07-25,digital_skills,5,2,3,no,3,no,,,11.4
SUB-0401,SYN-0401,yes,1.0.0,ROUND_1,2025-08-06,2025-03-16,EAST,E02,ENUM_02,yes,35_44,woman,5,no,yes,2025-07-28,digital_skills,4,4,4,no,4,no,,,25.7
SUB-0161,SYN-0161,yes,1.0.0,ROUND_2,2025-06-20,2025-04-15,EAST,E02,ENUM_08,yes,45_54,woman,5,no,yes,2025-04-19,digital_skills,4,4,5,yes,2,no,,More time for questions and practice would improve the training.,12.4
SUB-0261,SYN-0261,yes,1.0.0,ROUND_1,2025-08-21,2025-06-24,NORTH,N02,ENUM_04,yes,25_34,man,7,no,yes,2025-08-21,leadership,4,3,4,no,4,no,,I would like more examples about budgeting and record keeping.,21.3
SUB-0157,SYN-0157,yes,1.0.0,ROUND_2,2025-09-02,2025-05-31,WEST,W01,ENUM_07,yes,18_24,man,3,no,yes,2025-06-21,digital_skills,5,3,3,yes,4,no,,,14.4
SUB-0239,SYN-0239,yes,1.0.0,ROUND_1,2025-07-13,2025-06-02,EAST,E02,ENUM_06,yes,18_24,man,8,no,yes,2025-07-12,planning,5,2,2,yes,4,yes,radio,,19.5
SUB-0233,SYN-0233,yes,1.0.0,ROUND_2,2025-07-13,2025-03-21,NORTH,N01,ENUM_02,yes,25_34,woman,2,no,yes,2024-12-15,planning,4,2,4,yes,1,no,,,22.4
SUB-0230,SYN-0230,yes,1.0.0,ROUND_2,2025-09-27,2025-08-05,EAST,E01,ENUM_08,yes,25_34,woman,3,no,yes,2025-09-13,planning,2,2,3,yes,4,yes,community_meeting,,13.1
SUB-0256,SYN-0256,yes,1.0.0,ROUND_2,2025-04-08,2024-12-29,SOUTH,S03,ENUM_05,yes,45_54,man,7,no,yes,2025-02-16,financial_skills,4,4,5,yes,4,no,,,15.2
SUB-0096,SYN-0096,yes,1.0.0,ROUND_1,2025-08-16,2025-04-20,WEST,W03,ENUM_04,yes,25_34,man,8,no,yes,2025-07-10,planning,4,4,4,yes,5,no,,,8.5
SUB-0010,SYN-0010,yes,1.0.0,ROUND_2,2025-05-09,2025-03-04,EAST,E01,ENUM_07,yes,35_44,man,11,no,yes,2025-03-17,planning,4,1,3,yes,4,no,,,11.7
SUB-0128,SYN-0128,yes,1.0.0,ROUND_2,2025-06-22,2025-05-21,,W01,ENUM_05,yes,35_44,man,4,no,yes,2025-05-24,leadership,4,4,5,yes,3,no,,,18.3
SUB-0342,SYN-0342,yes,1.0.0,ROUND_1,2025-04-28,2025-03-08,EAST,E01,ENUM_02,yes,18_24,man,5,no,no,,,,,,,5,no,,,18.2
SUB-0297,SYN-0297,yes,1.0.0,ROUND_1,2025-08-27,2025-06-21,WEST,W03,ENUM_01,yes,35_44,man,5,no,yes,2025-07-19,financial_skills,5,1,1,yes,4,yes,community_meeting,Shorter sessions on more days would be easier to attend.,12.0
SUB-0226,SYN-0226,yes,1.0.0,ROUND_2,2025-07-13,2025-05-12,NORTH,N03,ENUM_08,yes,35_44,woman,6,no,yes,2025-06-16,planning,5,4,5,yes,3,no,,,9.2
SUB-0203,SYN-0203,yes,1.0.0,ROUND_1,2025-06-06,2025-04-19,EAST,E02,ENUM_07,yes,25_34,man,6,no,yes,2025-05-07,leadership,3,1,2,yes,4,no,,,18.1
SUB-0071,SYN-0071,yes,1.0.0,ROUND_1,2025-06-21,2025-03-03,SOUTH,S03,ENUM_08,yes,45_54,man,4,no,yes,2025-05-25,leadership,5,3,4,no,4,no,,,16.1
SUB-0243,SYN-0243,yes,1.0.0,ROUND_1,2025-07-26,2025-06-21,EAST,E01,ENUM_02,yes,55_plus,non_binary,3,no,yes,2025-07-03,planning,2,4,4,yes,3,no,,The group activities helped me learn from other participants.,18.0
SUB-0156,SYN-0156,yes,1.0.0,ROUND_2,2025-04-29,2025-03-25,SOUTH,S01,ENUM_03,yes,35_44,man,6,no,yes,2025-04-20,financial_skills,2,3,5,yes,5,no,,,13.1
SUB-0066,SYN-0066,yes,1.0.0,ROUND_1,2025-09-15,2025-05-27,NORTH,N02,ENUM_08,yes,35_44,woman,3,no,yes,2025-07-25,leadership,4,3,4,no,3,no,,,21.4
SUB-0403,SYN-0403,yes,1.0.0,ROUND_1,2025-05-09,2025-03-10,SOUTH,S03,ENUM_04,yes,25_34,man,5,yes,yes,2025-03-19,leadership,4,4,5,yes,3,yes,community_meeting,Travel to the meeting location was difficult during bad weather.,21.5
SUB-0049,SYN-0049,yes,1.0.0,ROUND_2,2025-05-26,2025-03-10,NORTH,N02,ENUM_04,yes,25_34,man,5,no,no,,,,,,,4,no,,,20.2
SUB-0275,SYN-0275,yes,1.0.0,ROUND_2,2025-05-06,2025-03-22,EAST,E03,ENUM_01,yes,25_34,woman,3,no,no,,,,,,,3,no,,,14.0
SUB-0251,SYN-0251,yes,1.0.0,ROUND_1,2025-06-18,2025-04-03,NORTH,N01,ENUM_06,yes,35_44,man,5,no,yes,2025-06-08,planning,4,2,3,yes,1,yes,community_meeting,,19.4
SUB-0086,SYN-0086,yes,1.0.0,ROUND_2,2025-08-08,2025-03-15,WEST,W01,ENUM_06,yes,18_24,man,6,no,yes,2025-03-25,financial_skills,5,1,3,no,5,yes,radio,,21.5
SUB-0138,SYN-0138,yes,1.0.0,ROUND_1,2025-05-05,2024-12-28,NORTH,N03,ENUM_01,yes,35_44,woman,5,no,yes,2025-01-13,planning,5,3,4,yes,4,no,,,20.7
SUB-0080,SYN-0080,yes,1.0.0,ROUND_1,2025-08-17,2025-04-17,WEST,W03,ENUM_08,yes,18_24,man,5,no,yes,2025-07-29,digital_skills,2,1,2,yes,4,no,,,30.4
SUB-0123,SYN-0123,yes,1.0.0,ROUND_2,2025-05-04,2025-02-16,WEST,W01,ENUM_02,yes,45_54,man,4,no,no,,,,,,,5,no,,,18.9
SUB-0220,SYN-0220,yes,1.0.0,ROUND_2,2025-07-08,2025-02-23,EAST,E01,ENUM_01,yes,25_34,man,4,no,yes,2025-04-11,financial_skills,4,1,2,no,3,no,,,11.2
SUB-0271,SYN-0271,yes,1.0.0,ROUND_2,2025-06-12,2025-04-08,EAST,E03,ENUM_01,yes,25_34,woman,8,no,no,,,,,,,4,no,,,23.5
SUB-0391,SYN-0391,yes,1.0.0,ROUND_2,2025-05-19,2025-01-05,SOUTH,S01,ENUM_07,yes,35_44,woman,4,no,yes,2025-04-10,planning,3,4,5,yes,4,no,,,23.9
SUB-DUP-009,SYN-0398,yes,1.0.0,ROUND_2,2025-07-16,2025-05-25,SOUTH,S01,ENUM_07,yes,35_44,man,4,no,yes,2025-05-30,financial_skills,4,2,3,yes,1,no,,The facilitator explained the topic clearly and respectfully.,19.9
SUB-0326,SYN-0326,yes,1.0.0,ROUND_1,2025-04-06,2025-02-10,EAST,E01,ENUM_08,yes,18_24,man,3,no,no,,,,,,,3,no,,,29.9
SUB-0099,SYN-0099,yes,1.0.0,ROUND_2,2025-06-05,2025-03-03,EAST,E02,ENUM_04,yes,25_34,woman,5,no,yes,2025-05-03,digital_skills,5,1,1,yes,4,yes,printed_material,Printed materials would help people who cannot attend every session.,11.6
SUB-0231,SYN-0231,yes,1.0.0,ROUND_2,2025-07-08,2025-03-28,NORTH,N03,ENUM_07,yes,18_24,woman,5,no,no,,,,,,,4,no,,,19.2
SUB-0212,SYN-0212,yes,1.0.0,ROUND_2,2025-08-30,2025-04-15,WEST,W01,ENUM_07,yes,18_24,woman,5,no,yes,2025-07-10,leadership,5,4,5,yes,3,no,,,18.1
SUB-0180,SYN-0180,yes,1.0.0,ROUND_2,2025-04-05,2024-12-21,WEST,W02,ENUM_01,yes,18_24,woman,7,no,yes,2025-03-01,financial_skills,5,1,2,yes,5,no,,,19.7
SUB-0255,SYN-0255,yes,1.0.0,ROUND_1,2025-08-13,2025-05-08,EAST,E01,ENUM_03,yes,35_44,man,6,no,yes,2025-07-23,digital_skills,3,2,3,no,4,no,,,14.1
SUB-0252,SYN-0252,yes,1.0.0,ROUND_1,2025-08-27,2025-04-04,SOUTH,S01,ENUM_06,yes,25_34,woman,6,no,yes,2025-07-28,digital_skills,4,4,4,no,5,no,,,10.1
SUB-0236,SYN-0236,yes,1.0.0,ROUND_2,2025-08-04,2025-06-08,NORTH,N01,ENUM_01,yes,45_54,woman,4,no,no,,,,,,,4,no,,,7.1
SUB-0345,SYN-0345,yes,1.0.0,ROUND_1,2025-08-05,2025-04-20,WEST,W01,ENUM_01,yes,35_44,man,4,yes,yes,2025-05-04,planning,4,1,3,yes,5,no,,,19.1
SUB-0279,SYN-0279,yes,1.0.0,ROUND_2,2025-05-11,2025-03-12,SOUTH,S02,ENUM_02,yes,18_24,man,7,no,no,,,,,,,5,yes,community_meeting,,21.3
SUB-0314,SYN-0314,yes,1.0.0,ROUND_2,2025-06-04,2025-01-22,EAST,E03,ENUM_04,yes,25_34,woman,4,yes,yes,2025-06-04,digital_skills,5,2,3,no,2,no,,The facilitator explained the topic clearly and respectfully.,21.8
SUB-0006,SYN-0006,yes,1.0.0,ROUND_2,2025-08-22,2025-05-07,SOUTH,S03,ENUM_04,yes,18_24,man,2,no,yes,2025-05-10,planning,2,3,4,no,2,no,,More time for questions and practice would improve the training.,19.4
SUB-0122,SYN-0122,yes,1.0.0,,,,,,,no,,,,,,,,,,,,,,,,
SUB-DUP-003,SYN-0246,yes,1.0.0,ROUND_2,2025-06-13,2025-02-04,SOUTH,S03,ENUM_04,yes,18_24,man,1,no,yes,2025-04-21,digital_skills,4,3,4,yes,5,no,,,14.4
SUB-0083,SYN-0083,yes,1.0.0,ROUND_1,2025-06-23,2025-03-22,WEST,W01,ENUM_01,yes,25_34,woman,6,no,yes,2025-06-17,digital_skills,3,2,3,yes,5,no,,,20.7
SUB-0386,SYN-0386,yes,1.0.0,ROUND_1,2025-05-10,2025-02-14,WEST,W03,ENUM_08,yes,35_44,woman,3,no,yes,2025-03-28,financial_skills,4,3,3,yes,3,no,,,19.5
SUB-DUP-004,SYN-0056,yes,1.0.0,ROUND_2,2025-05-07,2025-03-17,SOUTH,S03,ENUM_05,yes,25_34,man,6,no,no,,,,,,,5,no,,,24.0
SUB-0336,SYN-0336,yes,1.0.0,ROUND_1,2025-09-19,2025-07-06,NORTH,N01,ENUM_04,yes,18_24,woman,3,no,no,,,,,,,4,yes,radio,,21.0
SUB-0018,SYN-0018,yes,1.0.0,ROUND_2,2025-09-23,2025-08-05,SOUTH,S01,ENUM_07,yes,25_34,woman,7,yes,yes,2025-09-14,financial_skills,4,3,4,yes,2,no,,,8.8
SUB-0065,SYN-0065,yes,1.0.0,ROUND_1,2025-05-20,2024-12-25,NORTH,N03,ENUM_01,yes,45_54,woman,6,no,yes,2025-03-27,planning,5,2,4,no,2,yes,printed_material,,13.1
SUB-0225,SYN-0225,yes,1.0.0,ROUND_2,2025-04-04,2024-11-15,SOUTH,S02,ENUM_07,yes,25_34,woman,6,no,no,,,,,,,3,no,,,17.7
SUB-0335,SYN-0335,yes,1.0.0,ROUND_1,2025-08-18,2025-06-16,EAST,E02,ENUM_02,yes,35_44,woman,5,no,yes,2025-08-15,digital_skills,4,4,4,yes,3,no,,,31.6
SUB-0300,SYN-0300,yes,1.0.0,ROUND_1,2025-07-25,2025-03-24,EAST,E03,ENUM_08,yes,35_44,man,4,no,yes,2025-07-07,planning,4,3,5,yes,3,yes,printed_material,,29.2
SUB-0394,SYN-0394,yes,1.0.0,ROUND_1,2025-04-07,2024-12-10,SOUTH,S02,ENUM_05,yes,45_54,woman,5,no,no,,,,,,,4,yes,printed_material,,16.4
SUB-0232,SYN-0232,yes,1.0.0,ROUND_2,2025-05-19,2025-01-26,EAST,E01,ENUM_07,yes,45_54,man,3,no,no,,,,,,,5,no,,,21.0
SUB-0321,SYN-0321,yes,1.0.0,ROUND_1,2025-05-08,2025-03-27,EAST,E02,ENUM_05,yes,18_24,woman,3,no,yes,2025-04-22,planning,3,4,5,no,4,yes,printed_material,The practical examples made the sessions easier to understand.,19.9
SUB-0371,SYN-0371,yes,1.0.0,ROUND_2,2025-05-28,2025-04-18,WEST,W02,ENUM_08,yes,35_44,man,7,no,yes,2025-05-25,planning,5,3,5,no,3,no,,,9.3
SUB-0104,SYN-0104,yes,1.0.0,ROUND_1,2025-07-06,2025-06-06,SOUTH,S01,ENUM_05,yes,25_34,woman,7,no,no,,,,,,,3,no,,,15.4
SUB-0347,SYN-0347,yes,1.0.0,ROUND_1,2025-05-25,2025-01-23,EAST,E02,ENUM_08,yes,18_24,man,6,no,yes,2025-04-09,financial_skills,5,3,4,yes,3,no,,The practical examples made the sessions easier to understand.,18.4
SUB-0377,SYN-0377,yes,1.0.0,ROUND_2,2025-07-08,2025-04-26,EAST,E02,ENUM_03,yes,55_plus,woman,2,no,yes,2025-05-26,digital_skills,5,4,4,yes,3,no,,,23.4
SUB-0361,SYN-0361,yes,1.0.0,ROUND_2,2025-06-14,2025-01-18,SOUTH,S03,ENUM_01,yes,45_54,man,9,no,no,,,,,,,4,no,,,20.7
SUB-0003,SYN-0003,yes,1.0.0,ROUND_1,2025-08-04,2025-03-24,NORTH,N01,ENUM_06,yes,25_34,man,4,yes,no,,,,,,,5,no,,,16.6
SUB-0378,SYN-0378,yes,1.0.0,ROUND_2,2025-05-26,2025-03-03,WEST,W01,ENUM_04,yes,55_plus,woman,4,no,yes,2025-04-09,planning,5,1,1,yes,4,yes,community_meeting,,22.0
SUB-0072,SYN-0072,yes,1.0.0,ROUND_1,2025-05-21,2025-04-03,SOUTH,S02,ENUM_04,yes,35_44,woman,4,no,no,,,,,,,3,no,,,24.0
SUB-0383,SYN-0383,yes,1.0.0,ROUND_1,2025-08-03,2025-06-03,SOUTH,S01,ENUM_08,yes,45_54,man,6,no,yes,2025-06-23,digital_skills,5,1,1,no,1,no,,,26.5
SUB-0035,SYN-0035,yes,1.0.0,ROUND_2,2025-04-02,2024-11-24,NORTH,N02,ENUM_01,yes,45_54,man,4,no,yes,2025-01-17,financial_skills,4,2,2,no,1,no,,,10.3
SUB-0376,SYN-0376,yes,1.0.0,ROUND_2,2025-07-03,2025-03-27,SOUTH,S01,ENUM_08,yes,45_54,man,5,yes,yes,2025-05-02,digital_skills,4,1,2,no,2,no,,,18.6
SUB-0174,SYN-0174,yes,1.0.0,ROUND_1,2025-08-30,2025-04-24,WEST,W03,ENUM_03,yes,35_44,man,8,no,yes,2025-04-28,financial_skills,5,1,3,yes,4,no,,,26.9
SUB-0234,SYN-0234,yes,1.0.0,ROUND_2,2025-04-22,2025-02-20,EAST,E01,ENUM_01,yes,35_44,man,7,no,yes,2025-04-11,leadership,3,2,3,yes,5,no,,I would like more examples about budgeting and record keeping.,13.1
SUB-DUP-007,SYN-0395,yes,1.0.0,ROUND_2,2025-06-03,2025-04-28,EAST,E03,ENUM_01,yes,35_44,woman,9,no,yes,2025-06-03,digital_skills,4,4,5,yes,3,no,,,23.1
SUB-0356,SYN-0356,yes,1.0.0,ROUND_2,2025-08-29,2025-06-24,SOUTH,S02,ENUM_03,yes,25_34,man,7,no,no,,,,,,,4,no,,,19.9
SUB-0369,SYN-0369,yes,1.0.0,ROUND_2,2026-01-15,2025-02-11,EAST,E02,ENUM_06,yes,25_34,woman,6,no,yes,2025-02-18,financial_skills,4,2,2,yes,5,yes,printed_material,,21.4
SUB-0214,SYN-0214,yes,1.0.0,ROUND_2,2025-04-01,2025-02-19,EAST,E02,ENUM_08,yes,18_24,woman,8,no,yes,2025-03-07,planning,4,2,2,yes,2,no,,,13.6
SUB-0329,SYN-0329,yes,1.0.0,ROUND_1,2025-09-27,2025-08-20,NORTH,N01,ENUM_06,yes,55_plus,man,8,no,yes,2025-09-02,financial_skills,4,4,4,no,4,yes,printed_material,,1
SUB-0069,SYN-0069,yes,1.0.0,ROUND_1,2025-07-29,2025-03-19,EAST,E02,ENUM_99,yes,55_plus,man,4,no,yes,2025-07-25,leadership,4,3,3,yes,3,no,,Printed materials would help people who cannot attend every session.,6.6
SUB-0337,SYN-0337,yes,1.0.0,ROUND_2,2025-06-17,2025-01-26,NORTH,N02,ENUM_07,yes,45_54,woman,5,no,yes,2025-05-10,planning,3,2,3,no,4,no,,Travel to the meeting location was difficult during bad weather.,21.6
SUB-0113,SYN-0113,yes,1.0.0,ROUND_2,2025-09-12,2025-07-28,NORTH,N03,ENUM_05,yes,35_44,non_binary,5,no,yes,2025-08-28,leadership,4,3,5,no,3,no,,Shorter sessions on more days would be easier to attend.,22.4
SUB-0393,SYN-0393,yes,1.0.0,ROUND_1,2025-07-25,2025-04-08,EAST,E02,ENUM_05,yes,25_34,man,6,yes,yes,2025-05-29,financial_skills,5,3,4,yes,2,no,,,6.8
SUB-0175,SYN-0175,yes,1.0.0,ROUND_1,2025-04-27,2025-03-02,EAST,E03,ENUM_06,yes,45_54,woman,3,no,yes,2025-03-15,digital_skills,5,1,2,no,3,no,,,16.5
SUB-0171,SYN-0171,yes,1.0.0,ROUND_1,2025-05-05,2025-01-27,NORTH,N01,ENUM_04,yes,25_34,man,2,no,no,2025-05-05,digital_skills,4,2,4,yes,3,no,,,17.3
SUB-0030,SYN-0030,yes,1.0.0,ROUND_2,2025-06-07,2025-02-12,NORTH,N03,ENUM_08,yes,35_44,prefer_not,6,no,yes,2025-02-23,financial_skills,4,3,3,yes,4,no,,,22.8
SUB-0005,SYN-0005,yes,1.0.0,ROUND_2,2025-07-04,2025-03-17,EAST,E02,ENUM_06,yes,55_plus,man,3,no,yes,2025-04-22,financial_skills,3,2,3,no,3,no,,,14.8
SUB-0189,SYN-0189,yes,1.0.0,ROUND_2,2025-08-03,2025-05-06,SOUTH,S03,ENUM_07,yes,25_34,woman,4,no,yes,2025-06-12,digital_skills,4,1,2,yes,4,no,,,13.6
SUB-0367,SYN-0367,yes,1.0.0,ROUND_1,2025-08-07,2025-04-28,SOUTH,S02,ENUM_07,yes,35_44,woman,8,no,yes,2025-05-19,planning,3,1,2,yes,3,no,,,25.6
SUB-0410,SYN-0410,yes,1.0.0,ROUND_2,2025-06-10,2025-04-08,EAST,W01,ENUM_02,yes,25_34,man,5,yes,yes,2025-05-14,digital_skills,5,2,3,no,1,no,,,5.8
SUB-0205,SYN-0205,yes,1.0.0,ROUND_1,2025-04-03,2025-03-02,WEST,W02,ENUM_01,yes,25_34,woman,9,no,yes,2025-03-09,planning,4,4,5,yes,4,no,,,20.4
SUB-0349,SYN-0349,yes,1.0.0,,,,,,,no,,,,,,,,,,,,,,,,
SUB-0267,SYN-0267,yes,1.0.0,ROUND_2,2025-06-09,2025-02-17,NORTH,N01,ENUM_06,yes,25_34,woman,5,no,yes,2025-06-06,digital_skills,2,4,5,yes,2,yes,community_meeting,,26.9
SUB-0216,SYN-0216,yes,1.0.0,ROUND_1,2025-04-01,2025-02-05,EAST,W01,ENUM_04,yes,18_24,woman,7,no,yes,2025-03-17,digital_skills,5,1,3,yes,4,yes,radio,,23.8
SUB-0140,SYN-0140,yes,1.0.0,ROUND_2,2025-09-13,2025-05-19,SOUTH,S01,ENUM_01,yes,18_24,man,4,no,yes,2025-08-06,other_invalid,5,1,2,no,3,no,,The activity should start earlier so participants can travel home safely.,15.6
SUB-0024,SYN-0024,yes,1.0.0,,,,,,,no,,,,,,,,,,,,,,,,
SUB-0241,SYN-0241,yes,1.0.0,ROUND_1,2025-07-07,2025-04-02,WEST,W01,ENUM_06,yes,45_54,man,4,yes,yes,2025-04-23,planning,5,4,4,no,3,yes,radio,,27.0
SUB-0292,SYN-0292,yes,1.0.0,ROUND_2,2025-05-10,2024-12-24,SOUTH,S02,ENUM_08,yes,25_34,woman,8,no,no,,,,,,,4,no,,,8.8
SUB-0037,SYN-0037,yes,1.0.0,ROUND_2,2025-07-22,2025-03-11,EAST,E02,ENUM_07,yes,18_24,woman,8,no,yes,2025-05-19,planning,3,4,5,yes,4,no,,,28.0
SUB-0215,SYN-0215,yes,1.0.0,ROUND_1,2025-07-25,2025-03-04,SOUTH,S02,ENUM_04,yes,25_34,man,7,no,yes,2025-07-25,planning,9,2,3,no,1,no,,,22.0
SUB-0201,SYN-0201,yes,1.0.0,ROUND_2,2025-08-24,2025-07-15,NORTH,N01,ENUM_02,yes,25_34,woman,1,no,yes,2025-08-13,leadership,5,1,2,yes,3,no,,,15.4
SUB-0316,SYN-0316,yes,1.0.0,ROUND_1,2025-06-14,2025-04-05,WEST,W02,ENUM_02,yes,25_34,man,8,no,no,,,,,,,3,no,,,19.4
SUB-0270,SYN-0270,yes,1.0.0,ROUND_1,2025-05-21,2025-01-03,EAST,E02,ENUM_02,yes,55_plus,man,5,no,yes,2025-02-22,planning,5,3,5,no,4,yes,printed_material,,11.3
SUB-0154,SYN-0154,yes,1.0.0,ROUND_1,2025-08-13,2025-05-14,NORTH,N03,ENUM_04,yes,45_54,man,5,no,yes,2025-07-08,digital_skills,5,4,5,no,3,no,,I would like more examples about budgeting and record keeping.,18.0
SUB-0026,SYN-0026,yes,1.0.0,ROUND_2,2025-05-14,2025-02-23,EAST,E01,ENUM_02,yes,35_44,man,4,no,yes,2025-03-03,planning,4,3,5,yes,4,no,,The facilitator explained the topic clearly and respectfully.,17.4
SUB-0067,SYN-0067,yes,1.0.0,ROUND_2,2025-04-17,2025-03-07,NORTH,N02,ENUM_01,yes,25_34,man,3,no,yes,2025-04-02,planning,3,3,4,yes,4,no,,A location closer to the community would improve attendance.,26.4
SUB-0197,SYN-0197,yes,1.0.0,ROUND_2,2025-09-25,2025-06-24,SOUTH,E01,ENUM_01,yes,25_34,woman,3,yes,yes,2025-09-05,digital_skills,3,2,3,yes,3,no,,,22.6
SUB-0309,SYN-0309,yes,1.0.0,ROUND_1,2025-04-10,2024-11-15,EAST,E02,ENUM_06,yes,18_24,man,99,no,yes,2024-12-09,digital_skills,5,1,2,yes,4,no,,,17.0
SUB-0286,SYN-0286,yes,1.0.0,ROUND_2,2025-06-10,2025-04-14,WEST,W03,ENUM_08,yes,18_24,man,8,no,no,,,,,,,4,no,,,13.1
SUB-0012,SYN-0012,yes,1.0.0,ROUND_2,2025-05-27,2025-02-16,WEST,W03,ENUM_08,yes,35_44,woman,3,no,yes,2025-04-18,leadership,4,2,4,yes,4,no,,More time for questions and practice would improve the training.,29.6
SUB-0315,SYN-0315,yes,1.0.0,ROUND_2,2025-05-20,2025-02-24,EAST,E01,ENUM_07,yes,25_34,man,7,no,yes,2025-05-13,planning,4,2,3,yes,4,no,,A follow-up session on digital tools would be helpful.,28.8
SUB-0283,SYN-0283,yes,1.0.0,ROUND_2,2025-04-27,2024-12-29,EAST,E01,ENUM_06,yes,25_34,woman,7,no,yes,2025-02-04,planning,5,3,4,yes,3,yes,community_meeting,,20.9
SUB-0061,SYN-0061,yes,1.0.0,ROUND_2,2025-08-28,2025-05-04,NORTH,N03,ENUM_04,yes,18_24,prefer_not,3,no,yes,2025-05-21,financial_skills,3,2,2,yes,5,no,,,26.1
SUB-0408,SYN-0408,yes,1.0.0,ROUND_2,2025-07-09,2025-02-15,NORTH,N01,ENUM_02,yes,25_34,man,6,no,yes,2025-05-05,financial_skills,4,1,3,yes,3,yes,radio,I have already used one of the planning tools from the session.,13.8
SUB-0380,SYN-0380,yes,1.0.0,ROUND_1,2025-09-25,2025-07-13,SOUTH,S01,ENUM_04,yes,45_54,man,4,yes,no,,,,,,,4,no,,,25.8
SUB-0033,SYN-0033,yes,1.0.0,ROUND_2,2025-05-04,2025-01-16,WEST,W03,ENUM_05,yes,25_34,woman,4,yes,no,2025-05-04,digital_skills,4,2,4,yes,2,no,,,17.5
SUB-0322,SYN-0322,yes,1.0.0,ROUND_1,2025-06-03,2025-01-15,EAST,E02,ENUM_05,yes,45_54,man,4,no,no,,,,,,,5,yes,printed_material,,7.1
SUB-0341,SYN-0341,yes,1.0.0,ROUND_2,2025-08-23,2025-04-07,NORTH,N03,ENUM_08,yes,35_44,woman,45,no,yes,2025-08-04,financial_skills,4,1,2,yes,4,yes,printed_material,,11.5
SUB-0390,SYN-0390,yes,1.0.0,ROUND_2,2025-06-27,2025-05-17,NORTH,N01,ENUM_06,yes,45_54,man,6,no,no,,,,,,,5,no,,,11.4
SUB-0040,SYN-0040,yes,1.0.0,ROUND_1,2025-06-06,2025-03-29,EAST,E03,ENUM_04,yes,18_24,man,3,no,yes,2025-04-03,digital_skills,4,2,4,yes,5,no,,,15.5
SUB-0023,SYN-0023,yes,1.0.0,ROUND_1,2025-06-16,2025-03-18,SOUTH,S02,ENUM_03,yes,35_44,non_binary,7,yes,no,,,,,,,5,no,,,4.0
SUB-0114,SYN-0114,yes,1.0.0,ROUND_1,2025-09-08,2025-07-15,NORTH,N03,ENUM_06,yes,35_44,woman,7,no,yes,2025-08-10,digital_skills,3,4,5,no,5,no,,,23.7
SUB-0358,SYN-0358,yes,1.0.0,ROUND_2,2025-04-24,2025-03-19,SOUTH,,ENUM_02,yes,25_34,woman,7,no,yes,2025-03-22,digital_skills,4,3,4,yes,3,yes,printed_material,The group activities helped me learn from other participants.,14.3
SUB-0059,SYN-0059,yes,1.0.0,ROUND_1,2025-05-09,2025-02-03,EAST,E03,ENUM_05,yes,25_34,woman,7,yes,yes,2025-04-10,planning,4,4,4,yes,4,no,,,17.4
SUB-DUP-008,SYN-0296,yes,1.0.0,ROUND_2,2025-06-05,2025-01-22,EAST,E01,ENUM_02,yes,25_34,woman,10,no,yes,2025-03-04,planning,4,1,3,yes,4,no,,,25.6
SUB-0173,SYN-0173,yes,1.0.0,ROUND_2,2025-08-31,2025-04-28,WEST,W01,ENUM_05,yes,18_24,man,6,no,no,,,,,,,4,yes,radio,,18.8
SUB-0310,SYN-0310,yes,1.0.0,ROUND_2,2025-09-30,2025-07-15,NORTH,N01,ENUM_08,yes,35_44,prefer_not,5,yes,yes,2025-09-27,digital_skills,3,2,4,yes,5,no,,,13.1
SUB-0054,SYN-0054,yes,1.0.0,ROUND_1,2025-07-12,2025-03-11,WEST,W03,ENUM_07,yes,55_plus,woman,4,no,yes,2025-06-17,leadership,4,2,2,yes,2,no,,,19.2
SUB-0095,SYN-0095,yes,1.0.0,ROUND_2,2025-05-03,2024-12-28,EAST,E01,ENUM_08,yes,55_plus,woman,6,no,yes,2025-03-13,digital_skills,4,3,4,yes,2,no,,I would like more examples about budgeting and record keeping.,18.9
SUB-0041,SYN-0041,yes,1.0.0,ROUND_2,2025-08-08,2025-05-13,EAST,E03,ENUM_06,yes,55_plus,man,7,no,yes,2025-07-13,planning,4,1,3,yes,5,no,,The facilitator explained the topic clearly and respectfully.,17.8
SUB-0357,SYN-0357,yes,1.0.0,ROUND_2,2025-07-15,2025-06-14,EAST,E03,ENUM_04,yes,35_44,man,3,no,yes,2025-06-24,digital_skills,4,4,4,no,4,no,,,20.1
SUB-0343,SYN-0343,yes,1.0.0,ROUND_2,2025-06-30,2025-02-10,EAST,E01,ENUM_04,yes,18_24,woman,5,no,yes,2025-05-28,financial_skills,4,4,5,no,4,no,,Printed materials would help people who cannot attend every session.,19.2
